city,fengxiang,yWendu,tianqi,bWendu,fengli,ymd
杭州,东北风,15℃,阵雨~多云,25℃,微风,2016-04-13
杭州,东风,15℃,阴~阵雨,25℃,3-4级,2016-04-14
杭州,东风,17℃,阵雨,23℃,微风,2016-04-15
杭州,东南风,14℃,大雨~阴,25℃,4-5级,2016-04-16
杭州,北风,13℃,阴~阵雨,22℃,3-4级,2016-04-17
杭州,东风,13℃,多云,23℃,微风,2016-04-18
聊城,南风,12℃,多云,25℃,3-4级,2016-04-01
聊城,北风,8℃,多云~小雨,18℃,微风,2016-04-02
聊城,南风,6℃,多云,16℃,微风,2016-04-03
聊城,南风,10℃,多云,19℃,3-4级,2016-04-04
聊城,南风,12℃,多云,24℃,3-4级,2016-04-05
聊城,南风,10℃,阴,20℃,3-4级,2016-04-06
聊城,北风,8℃,晴~多云,23℃,微风,2016-04-07
聊城,北风,12℃,晴,24℃,3-4级,2016-04-08
聊城,南风,12℃,晴,28℃,3-4级,2016-04-09
聊城,北风,9℃,晴,23℃,3-4级,2016-04-10
杭州,东南风,14℃,多云~阵雨,25℃,微风,2016-04-19
杭州,南风,18℃,中雨~中到大雨,24℃,微风,2016-04-20
杭州,北风,18℃,阴~多云,23℃,微风,2016-04-21
杭州,东风,15℃,阵雨~大雨,26℃,微风,2016-04-22
杭州,东风,14℃,大雨~中雨,19℃,4-5级,2016-04-23
杭州,东北风,12℃,阴,18℃,微风,2016-04-24
杭州,东北风,14℃,阵雨,18℃,微风,2016-04-25
杭州,东北风,16℃,中雨,21℃,微风,2016-04-26
杭州,无持续风向,14℃,小雨~阴,20℃,3-4级,2016-04-27
杭州,北风,13℃,晴~多云,22℃,3-4级,2016-04-28
杭州,东风,14℃,晴,25℃,微风,2016-04-29
杭州,南风,17℃,多云,28℃,微风,2016-04-30
聊城,北风,12℃,多云,20℃,3-4级,2016-04-11
聊城,南风,11℃,多云,24℃,微风,2016-04-12
聊城,南风,11℃,晴,28℃,微风,2016-04-13
聊城,东北风,13℃,晴,27℃,微风,2016-04-14
聊城,南风,13℃,多云~阴,28℃,3-4级,2016-04-15
聊城,北风,9℃,小雨~多云,21℃,3-4级,2016-04-16
聊城,南风,10℃,多云,21℃,微风,2016-04-17
聊城,北风,10℃,晴,21℃,3-4级,2016-04-18
聊城,南风,15℃,晴~多云,25℃,3-4级,2016-04-19
聊城,北风,11℃,多云,23℃,微风,2016-04-20
聊城,南风,15℃,晴,29℃,3-4级,2016-04-21
聊城,北风,13℃,多云,25℃,3-4级,2016-04-22
聊城,南风,11℃,多云,22℃,微风,2016-04-23
聊城,南风,13℃,晴,26℃,3-4级,2016-04-24
聊城,南风,14℃,多云,28℃,3-4级,2016-04-25
聊城,南风,13℃,多云,25℃,3-4级,2016-04-26
聊城,北风,13℃,阴,22℃,微风,2016-04-27
聊城,南风,12℃,多云,23℃,微风,2016-04-28
聊城,南风,18℃,晴,28℃,4-5级,2016-04-29
日照,南风,10℃,多云,19℃,4-5级,2016-04-01
日照,东南风,10℃,阴,15℃,3-4级,2016-04-02
日照,东北风,6℃,多云,12℃,4-5级,2016-04-03
日照,东南风,8℃,晴~多云,14℃,3-4级,2016-04-04
日照,南风,8℃,多云~阴,16℃,3-4级,2016-04-05
日照,东风,10℃,多云~阴,12℃,3-4级,2016-04-06
日照,北风,9℃,多云,16℃,3-4级,2016-04-07
日照,北风,11℃,多云,18℃,3-4级,2016-04-08
日照,西南风,12℃,晴~多云,24℃,3-4级,2016-04-09
日照,西南风,8℃,晴~多云,23℃,3-4级,2016-04-10
日照,东风,8℃,多云,12℃,4-5级,2016-04-11
日照,南风,10℃,阴~多云,15℃,4-5级,2016-04-12
日照,西南风,13℃,晴~多云,23℃,3-4级,2016-04-13
聊城,南风,19℃,晴,31℃,3-4级,2016-04-30
日照,东北风,8℃,晴~多云,16℃,3-4级,2016-04-14
日照,东南风,10℃,多云,14℃,4-5级,2016-04-15
日照,东南风,10℃,小到中雨~多云,14℃,4-5级,2016-04-16
日照,西风,10℃,多云,19℃,4-5级,2016-04-17
日照,西南风,9℃,晴~多云,19℃,4-5级,2016-04-18
日照,东风,11℃,晴~多云,16℃,4-5级,2016-04-19
日照,南风,11℃,阵雨~多云,14℃,3-4级,2016-04-20
日照,西南风,14℃,晴~多云,24℃,3-4级,2016-04-21
日照,北风,12℃,多云~阴,20℃,4-5级,2016-04-22
日照,东北风,10℃,多云,16℃,3-4级,2016-04-23
日照,东北风,11℃,晴~多云,17℃,3-4级,2016-04-24
日照,东南风,11℃,晴~多云,17℃,3-4级,2016-04-25
日照,东风,12℃,多云~阴,16℃,3-4级,2016-04-26
日照,北风,12℃,阴,18℃,3-4级,2016-04-27
日照,北风,11℃,多云,23℃,3-4级,2016-04-28
日照,南风,16℃,晴~多云,24℃,3-4级,2016-04-29
潍坊,南风,10℃,多云,26℃,3-4级,2016-04-01
潍坊,北风,9℃,多云~晴,15℃,3-4级,2016-04-02
潍坊,北风,4℃,多云,16℃,3-4级,2016-04-03
潍坊,南风,8℃,晴,20℃,3-4级,2016-04-04
潍坊,南风,10℃,晴~多云,23℃,3-4级,2016-04-05
潍坊,南风,10℃,阴~多云,20℃,3-4级,2016-04-06
潍坊,北风,7℃,多云~晴,22℃,3-4级,2016-04-07
日照,西南风,16℃,晴~多云,28℃,3-4级,2016-04-30
潍坊,南风,8℃,晴,24℃,3-4级,2016-04-08
潍坊,北风,12℃,晴~多云,29℃,3-4级,2016-04-09
潍坊,北风,7℃,晴~多云,24℃,3-4级,2016-04-10
潍坊,南风,8℃,晴~多云,21℃,3-4级,2016-04-11
潍坊,南风,9℃,多云~阴,24℃,4-5级,2016-04-12
潍坊,南风,11℃,晴,28℃,3-4级,2016-04-13
潍坊,北风,9℃,晴,24℃,3-4级,2016-04-14
潍坊,南风,12℃,多云~小雨,28℃,3-4级,2016-04-15
潍坊,南风,10℃,小到中雨~多云,14℃,3-4级,2016-04-16
潍坊,北风,11℃,多云,20℃,3-4级,2016-04-17
潍坊,北风,8℃,多云~晴,20℃,3-4级,2016-04-18
太原,北风,9℃,多云,24℃,3-4级,2016-04-01
太原,西北风,4℃,阴~小雨,18℃,3-4级,2016-04-02
太原,无持续风向,3℃,阴~多云,13℃,微风,2016-04-03
太原,无持续风向,5℃,多云~晴,16℃,微风,2016-04-04
太原,无持续风向,7℃,多云,22℃,微风,2016-04-05
太原,无持续风向,6℃,多云~晴,23℃,微风,2016-04-06
太原,西北风,3℃,晴,22℃,4-5级,2016-04-07
太原,无持续风向,4℃,晴,22℃,微风,2016-04-08
太原,无持续风向,7℃,晴,25℃,微风,2016-04-09
太原,无持续风向,7℃,晴~多云,26℃,微风,2016-04-10
太原,无持续风向,9℃,多云~阵雨,21℃,微风,2016-04-11
太原,无持续风向,6℃,多云~晴,23℃,微风,2016-04-12
太原,无持续风向,7℃,晴,25℃,微风,2016-04-13
潍坊,南风,11℃,多云~阵雨,23℃,3-4级,2016-04-19
潍坊,东南风,10℃,多云,22℃,3-4级,2016-04-20
潍坊,南风,13℃,晴,29℃,3-4级,2016-04-21
潍坊,北风,13℃,晴~多云,23℃,3-4级,2016-04-22
潍坊,北风,10℃,多云,23℃,3-4级,2016-04-23
潍坊,南风,12℃,多云~晴,26℃,3-4级,2016-04-24
潍坊,南风,11℃,晴~多云,27℃,3-4级,2016-04-25
潍坊,东南风,11℃,多云,23℃,3-4级,2016-04-26
潍坊,北风,13℃,阴~多云,22℃,3-4级,2016-04-27
潍坊,北风,11℃,多云,22℃,3-4级,2016-04-28
潍坊,南风,18℃,晴,28℃,4-5级,2016-04-29
潍坊,西南风,19℃,晴~多云,32℃,3-4级,2016-04-30
太原,无持续风向,9℃,晴~多云,26℃,微风,2016-04-14
太原,无持续风向,8℃,中雨,20℃,微风,2016-04-15
太原,西北风,4℃,晴,20℃,3-4级,2016-04-16
太原,无持续风向,4℃,多云~晴,19℃,微风,2016-04-17
太原,无持续风向,6℃,晴~多云,20℃,微风,2016-04-18
太原,无持续风向,8℃,多云,23℃,微风,2016-04-19
太原,无持续风向,7℃,晴,24℃,微风,2016-04-20
太原,西北风,9℃,晴~多云,26℃,3-4级,2016-04-21
太原,无持续风向,9℃,多云,25℃,微风,2016-04-22
太原,无持续风向,10℃,多云,22℃,微风,2016-04-23
太原,无持续风向,10℃,多云,25℃,微风,2016-04-24
太原,无持续风向,12℃,多云~阴,26℃,微风,2016-04-25
太原,无持续风向,11℃,阴~多云,22℃,微风,2016-04-26
太原,无持续风向,8℃,小雨~多云,18℃,微风,2016-04-27
太原,无持续风向,9℃,多云~晴,23℃,微风,2016-04-28
太原,无持续风向,13℃,晴,28℃,微风,2016-04-29
太原,无持续风向,15℃,多云,30℃,微风,2016-04-30
北京,北风,11℃,晴~多云,23℃,3-4级,2016-04-01
北京,北风,8℃,多云,18℃,3-4级,2016-04-02
北京,无持续风向,6℃,晴,18℃,微风,2016-04-03
北京,无持续风向,8℃,晴,22℃,微风,2016-04-04
北京,南风,11℃,多云~霾,24℃,3-4级,2016-04-05
北京,无持续风向,12℃,阴,23℃,微风,2016-04-06
北京,北风,8℃,晴,24℃,3-4级,2016-04-07
北京,南风,10℃,晴,25℃,3-4级,2016-04-08
北京,无持续风向,8℃,晴,26℃,微风,2016-04-09
北京,无持续风向,5℃,晴,19℃,微风,2016-04-10
北京,无持续风向,8℃,阴~小雨,17℃,微风,2016-04-11
北京,无持续风向,8℃,多云~晴,20℃,微风,2016-04-12
北京,北风,11℃,晴,26℃,3-4级,2016-04-13
北京,无持续风向,10℃,晴~多云,24℃,微风,2016-04-14
北京,无持续风向,13℃,阵雨~小雨,23℃,微风,2016-04-15
北京,北风,11℃,多云~晴,22℃,4-5级,2016-04-16
北京,北风,10℃,晴~阴,20℃,3-4级,2016-04-17
北京,北风,8℃,晴~阴,21℃,3-4级,2016-04-18
北京,无持续风向,8℃,小雨~阴,15℃,微风,2016-04-19
北京,无持续风向,11℃,晴,26℃,微风,2016-04-20
北京,北风,15℃,晴,30℃,3-4级,2016-04-21
北京,北风,11℃,晴,25℃,3-4级,2016-04-22
北京,无持续风向,8℃,晴,23℃,微风,2016-04-23
北京,南风,17℃,晴,27℃,3-4级,2016-04-24
北京,南风,14℃,晴~多云,29℃,3-4级,2016-04-25
北京,无持续风向,14℃,多云~阴,25℃,微风,2016-04-26
北京,无持续风向,12℃,小雨~多云,18℃,微风,2016-04-27
莱芜,南风,13℃,晴~多云,25℃,4-5级,2016-04-01
莱芜,东北风,8℃,多云~阴,18℃,4-5级,2016-04-02
莱芜,东北风,5℃,阴~多云,17℃,微风,2016-04-03
莱芜,西南风,9℃,多云,19℃,微风,2016-04-04
莱芜,南风,10℃,多云,22℃,微风,2016-04-05
莱芜,南风,9℃,阴,19℃,微风,2016-04-06
莱芜,北风,11℃,多云,25℃,微风,2016-04-07
莱芜,北风,13℃,多云~阴,25℃,微风,2016-04-08
莱芜,西南风,13℃,多云,28℃,微风,2016-04-09
莱芜,东北风,9℃,晴~多云,26℃,微风,2016-04-10
莱芜,南风,11℃,多云,23℃,微风,2016-04-11
莱芜,南风,12℃,多云~晴,24℃,3-4级,2016-04-12
莱芜,南风,12℃,晴~多云,27℃,3-4级,2016-04-13
莱芜,东南风,14℃,多云~晴,27℃,微风,2016-04-14
莱芜,南风,13℃,多云~小雨,28℃,微风,2016-04-15
莱芜,北风,9℃,小雨~多云,15℃,微风,2016-04-16
莱芜,西风,10℃,多云~小雨,20℃,微风,2016-04-17
北京,南风,13℃,多云,26℃,3-4级,2016-04-28
北京,无持续风向,15℃,多云~晴,28℃,微风,2016-04-29
北京,无持续风向,15℃,晴~多云,31℃,微风,2016-04-30
莱芜,西北风,10℃,多云~晴,21℃,微风,2016-04-18
莱芜,南风,13℃,多云,25℃,微风,2016-04-19
莱芜,东北风,13℃,多云,25℃,微风,2016-04-20
莱芜,南风,14℃,多云~晴,29℃,3-4级,2016-04-21
莱芜,东北风,14℃,多云,26℃,微风,2016-04-22
莱芜,东风,12℃,小雨~多云,24℃,微风,2016-04-23
泰安,南风,14℃,多云,24℃,3-4级,2016-04-01
泰安,北风,11℃,多云~阴,21℃,3-4级,2016-04-02
泰安,北风,5℃,多云,15℃,3-4级,2016-04-03
泰安,南风,8℃,多云,20℃,3-4级,2016-04-04
泰安,南风,10℃,多云,23℃,3-4级,2016-04-05
泰安,南风,10℃,多云~阴,19℃,3-4级,2016-04-06
莱芜,南风,11℃,多云,26℃,微风,2016-04-24
莱芜,东南风,12℃,多云,26℃,微风,2016-04-25
莱芜,东风,9℃,多云,20℃,微风,2016-04-26
莱芜,北风,12℃,多云,23℃,微风,2016-04-27
莱芜,北风,10℃,阴~晴,26℃,微风,2016-04-28
莱芜,西南风,18℃,晴,29℃,微风,2016-04-29
莱芜,西南风,21℃,多云~阴,32℃,微风,2016-04-30
泰安,北风,10℃,晴,24℃,3-4级,2016-04-07
泰安,北风,11℃,晴,24℃,3-4级,2016-04-08
泰安,南风,13℃,多云~晴,28℃,3-4级,2016-04-09
泰安,北风,11℃,晴,26℃,3-4级,2016-04-10
泰安,南风,13℃,多云,23℃,3-4级,2016-04-11
泰安,南风,12℃,多云,24℃,3-4级,2016-04-12
泰安,南风,12℃,多云,27℃,3-4级,2016-04-13
泰安,东北风,12℃,晴,27℃,3-4级,2016-04-14
泰安,南风,14℃,多云~小雨,27℃,3-4级,2016-04-15
泰安,北风,9℃,小雨~多云,18℃,3-4级,2016-04-16
泰安,北风,10℃,多云,20℃,3-4级,2016-04-17
泰安,西北风,10℃,晴,21℃,3-4级,2016-04-18
泰安,南风,14℃,多云~阴,24℃,3-4级,2016-04-19
泰安,北风,11℃,阴~多云,22℃,3-4级,2016-04-20
泰安,南风,13℃,晴,28℃,3-4级,2016-04-21
泰安,北风,14℃,多云,26℃,3-4级,2016-04-22
泰安,南风,12℃,多云,24℃,3-4级,2016-04-23
菏泽,南风,14℃,晴~多云,27℃,3-4级,2016-04-01
泰安,南风,12℃,晴,26℃,3-4级,2016-04-24
泰安,南风,16℃,多云,26℃,3-4级,2016-04-25
泰安,东南风,12℃,阴~多云,22℃,3-4级,2016-04-26
泰安,东北风,14℃,多云,23℃,3-4级,2016-04-27
泰安,北风,10℃,阴~多云,23℃,3-4级,2016-04-28
泰安,南风,16℃,晴,27℃,3-4级,2016-04-29
泰安,南风,19℃,晴,31℃,4-5级,2016-04-30
菏泽,南风,10℃,多云~小雨,21℃,3-4级,2016-04-02
菏泽,东北风,7℃,阴,20℃,微风,2016-04-03
菏泽,南风,11℃,多云~阴,21℃,微风,2016-04-04
菏泽,东南风,12℃,阴~小雨,24℃,微风,2016-04-05
菏泽,东南风,10℃,小雨~多云,16℃,微风,2016-04-06
菏泽,北风,13℃,多云,26℃,微风,2016-04-07
菏泽,北风,14℃,多云,27℃,微风,2016-04-08
菏泽,西南风,14℃,多云,30℃,微风,2016-04-09
菏泽,北风,12℃,多云~阴,28℃,微风,2016-04-10
菏泽,东南风,13℃,阴~多云,27℃,微风,2016-04-11
菏泽,东南风,12℃,多云,24℃,微风,2016-04-12
菏泽,西北风,15℃,晴,28℃,微风,2016-04-13
菏泽,东南风,17℃,多云,31℃,微风,2016-04-14
菏泽,东南风,15℃,阴~大雨,30℃,微风,2016-04-15
菏泽,北风,11℃,小雨~阴,23℃,微风,2016-04-16
菏泽,南风,10℃,阴~多云,23℃,微风,2016-04-17
济南,南风,14℃,晴~多云,26℃,3-4级,2016-04-01
济南,东北风,9℃,多云~小雨,18℃,4-5级,2016-04-02
济南,东北风,7℃,阴~晴,17℃,3-4级,2016-04-03
济南,南风,13℃,晴,20℃,3-4级,2016-04-04
济南,南风,13℃,晴,24℃,微风,2016-04-05
济南,南风,12℃,阴~多云,21℃,3-4级,2016-04-06
济南,北风,11℃,多云~晴,24℃,3-4级,2016-04-07
济南,北风,15℃,晴,24℃,微风,2016-04-08
济南,南风,14℃,晴,28℃,3-4级,2016-04-09
济南,北风,10℃,霾~晴,24℃,3-4级,2016-04-10
济南,南风,13℃,晴~多云,23℃,3-4级,2016-04-11
济南,南风,14℃,多云~晴,25℃,3-4级,2016-04-12
济南,西南风,14℃,晴,28℃,微风,2016-04-13
济南,东北风,18℃,晴,26℃,3-4级,2016-04-14
菏泽,东风,13℃,多云,25℃,微风,2016-04-18
菏泽,南风,15℃,阴,28℃,微风,2016-04-19
菏泽,北风,12℃,阴,25℃,微风,2016-04-20
菏泽,西南风,15℃,多云,32℃,微风,2016-04-21
菏泽,东北风,15℃,阴~小雨,29℃,微风,2016-04-22
菏泽,东风,12℃,小雨~阴,20℃,微风,2016-04-23
菏泽,南风,12℃,多云,26℃,微风,2016-04-24
菏泽,东南风,15℃,多云~小雨,25℃,微风,2016-04-25
菏泽,东风,11℃,小雨~多云,23℃,微风,2016-04-26
菏泽,东北风,14℃,多云,25℃,微风,2016-04-27
菏泽,西南风,13℃,阴~晴,25℃,微风,2016-04-28
菏泽,西南风,20℃,晴,31℃,微风,2016-04-29
菏泽,西南风,20℃,多云~晴,34℃,微风,2016-04-30
济南,南风,15℃,多云~阴,29℃,3-4级,2016-04-15
济南,北风,10℃,小雨~晴,19℃,3-4级,2016-04-16
保定,南风,21℃,晴~阴,37℃,微风,2016-05-01
保定,西北风,12℃,小雨~多云,24℃,微风,2016-05-02
保定,西北风,7℃,阴~晴,27℃,微风,2016-05-03
保定,东风,15℃,阴,31℃,微风,2016-05-04
保定,北风,13℃,阴~晴,33℃,微风,2016-05-05
保定,西北风,7℃,多云~阴,27℃,微风,2016-05-06
保定,南风,12℃,多云,24℃,微风,2016-05-07
保定,南风,12℃,阴,30℃,微风,2016-05-08
保定,北风,10℃,阴~多云,28℃,微风,2016-05-09
保定,南风,15℃,晴,27℃,微风,2016-05-10
济南,西风,11℃,多云,20℃,3-4级,2016-04-17
济南,西北风,11℃,晴,20℃,3-4级,2016-04-18
济南,南风,17℃,晴~多云,25℃,3-4级,2016-04-19
济南,北风,14℃,多云~晴,24℃,微风,2016-04-20
济南,南风,17℃,晴,29℃,3-4级,2016-04-21
济南,东北风,15℃,晴~多云,25℃,3-4级,2016-04-22
济南,东风,14℃,多云,23℃,微风,2016-04-23
济南,南风,17℃,晴,27℃,3-4级,2016-04-24
济南,南风,16℃,晴~多云,27℃,微风,2016-04-25
济南,东北风,13℃,多云,25℃,微风,2016-04-26
济南,东北风,14℃,多云~阴,24℃,微风,2016-04-27
济南,北风,15℃,多云,23℃,微风,2016-04-28
济南,南风,20℃,晴,29℃,3-4级,2016-04-29
济南,南风,24℃,晴,32℃,4-5级,2016-04-30
保定,南风,21℃,多云~阴,36℃,微风,2016-05-11
保定,北风,6℃,阴~多云,25℃,微风,2016-05-12
保定,南风,13℃,阴~小雨,27℃,微风,2016-05-13
保定,西南风,10℃,小雨~阴,16℃,微风,2016-05-14
保定,西北风,6℃,阴~晴,25℃,微风,2016-05-15
保定,西南风,14℃,晴,32℃,微风,2016-05-16
保定,南风,15℃,晴,31℃,微风,2016-05-17
保定,南风,16℃,阴~多云,32℃,微风,2016-05-18
保定,南风,11℃,阴,31℃,微风,2016-05-19
保定,南风,15℃,多云,27℃,微风,2016-05-20
保定,北风,14℃,多云,27℃,微风,2016-05-21
保定,东北风,16℃,阴,29℃,微风,2016-05-22
保定,南风,12℃,小雨,26℃,微风,2016-05-23
保定,南风,16℃,晴~多云,29℃,3-4级,2016-05-24
保定,西南风,15℃,阴,29℃,微风,2016-05-25
保定,北风,12℃,多云~阴,30℃,微风,2016-05-26
保定,西南风,12℃,阴,30℃,微风,2016-05-27
保定,南风,15℃,阴~多云,31℃,微风,2016-05-28
保定,东北风,18℃,晴,31℃,微风,2016-05-29
哈尔滨,南风,11℃,雷阵雨,20℃,4-5级,2016-05-01
哈尔滨,南风,9℃,雷阵雨~阵雨,19℃,3-4级,2016-05-02
哈尔滨,东风,7℃,中雨~小雨,11℃,4-5级,2016-05-03
哈尔滨,北风,5℃,小雨~多云,14℃,5-6级,2016-05-04
哈尔滨,南风,9℃,多云~阵雨,21℃,3-4级,2016-05-05
哈尔滨,东风,6℃,小雨~多云,14℃,4-5级,2016-05-06
哈尔滨,西风,6℃,多云~晴,18℃,4-5级,2016-05-07
哈尔滨,西南风,9℃,多云,22℃,3-4级,2016-05-08
哈尔滨,西南风,8℃,晴~多云,21℃,3-4级,2016-05-09
哈尔滨,北风,10℃,多云,21℃,3-4级,2016-05-10
哈尔滨,南风,12℃,阵雨~雷阵雨,25℃,3-4级,2016-05-11
哈尔滨,南风,5℃,雷阵雨~多云,15℃,4-5级,2016-05-12
哈尔滨,西风,11℃,晴,19℃,4-5级,2016-05-13
哈尔滨,西南风,10℃,晴~多云,19℃,5-6级,2016-05-14
哈尔滨,南风,7℃,阵雨~多云,15℃,4-5级,2016-05-15
保定,南风,21℃,多云~阴,38℃,微风,2016-05-30
保定,东风,14℃,阴~多云,31℃,微风,2016-05-31
哈尔滨,西风,7℃,阵雨~多云,15℃,3-4级,2016-05-16
哈尔滨,西南风,15℃,晴,27℃,3-4级,2016-05-17
哈尔滨,西南风,17℃,晴,30℃,4-5级,2016-05-18
哈尔滨,西南风,17℃,多云~晴,31℃,4-5级,2016-05-19
哈尔滨,西南风,15℃,晴,31℃,4-5级,2016-05-20
哈尔滨,西南风,11℃,晴~多云,26℃,3-4级,2016-05-21
哈尔滨,西北风,12℃,晴,24℃,3-4级,2016-05-22
哈尔滨,东风,13℃,多云~雷阵雨,23℃,3-4级,2016-05-23
哈尔滨,东风,12℃,中雨~小雨,17℃,3-4级,2016-05-24
哈尔滨,西南风,12℃,阵雨~多云,21℃,4-5级,2016-05-25
哈尔滨,西南风,10℃,多云~晴,19℃,3-4级,2016-05-26
哈尔滨,西风,13℃,晴,24℃,3-4级,2016-05-27
哈尔滨,南风,13℃,晴~多云,29℃,4-5级,2016-05-28
哈尔滨,西风,10℃,多云,20℃,4-5级,2016-05-29
哈尔滨,西风,9℃,雷阵雨~多云,17℃,3-4级,2016-05-30
哈尔滨,北风,12℃,多云,23℃,3-4级,2016-05-31
邯郸,南风,19℃,多云,30℃,3-4级,2016-05-01
邯郸,北风,14℃,阴~晴,24℃,3-4级,2016-05-02
邯郸,北风,13℃,晴,28℃,微风,2016-05-03
邯郸,南风,21℃,晴~多云,32℃,3-4级,2016-05-04
邯郸,南风,16℃,多云~晴,31℃,3-4级,2016-05-05
邯郸,北风,15℃,晴~多云,25℃,3-4级,2016-05-06
邯郸,南风,15℃,多云~阴,24℃,3-4级,2016-05-07
邯郸,南风,15℃,多云,24℃,3-4级,2016-05-08
邯郸,南风,14℃,阴~多云,22℃,微风,2016-05-09
邯郸,南风,17℃,晴,25℃,3-4级,2016-05-10
邯郸,南风,21℃,晴~雷阵雨,31℃,3-4级,2016-05-11
邯郸,北风,12℃,阴~多云,25℃,3-4级,2016-05-12
邯郸,南风,13℃,多云~小雨,23℃,微风,2016-05-13
邯郸,北风,10℃,中雨~多云,17℃,微风,2016-05-14
邯郸,北风,11℃,晴,24℃,3-4级,2016-05-15
邯郸,南风,15℃,晴,30℃,3-4级,2016-05-16
邯郸,南风,17℃,晴,29℃,3-4级,2016-05-17
邯郸,南风,16℃,多云,28℃,3-4级,2016-05-18
邯郸,东南风,16℃,多云,27℃,3-4级,2016-05-19
邯郸,东南风,16℃,多云,28℃,3-4级,2016-05-20
邯郸,北风,16℃,晴~多云,28℃,微风,2016-05-21
邯郸,北风,17℃,多云,28℃,微风,2016-05-22
邯郸,北风,15℃,阴~多云,26℃,微风,2016-05-23
邯郸,南风,18℃,晴~多云,29℃,微风,2016-05-24
邯郸,南风,18℃,多云,27℃,微风,2016-05-25
邯郸,南风,17℃,晴,28℃,微风,2016-05-26
邯郸,南风,15℃,小雨,23℃,微风,2016-05-27
邯郸,南风,16℃,晴,27℃,微风,2016-05-28
邯郸,南风,20℃,晴,31℃,微风,2016-05-29
邯郸,南风,22℃,多云~阴,33℃,3-4级,2016-05-30
邯郸,南风,19℃,多云,31℃,微风,2016-05-31
广州,无持续风向,23℃,多云,29℃,微风,2016-05-01
广州,无持续风向,22℃,多云~小到中雨,29℃,微风,2016-05-02
广州,无持续风向,22℃,小雨,28℃,微风,2016-05-03
广州,无持续风向,23℃,阴~多云,28℃,微风,2016-05-04
广州,无持续风向,24℃,小雨,32℃,微风,2016-05-05
广州,无持续风向,25℃,雷阵雨,30℃,微风,2016-05-06
广州,无持续风向,23℃,多云,32℃,微风,2016-05-07
广州,无持续风向,25℃,小雨,31℃,微风,2016-05-08
广州,无持续风向,24℃,雷阵雨~大雨,31℃,微风,2016-05-09
广州,无持续风向,22℃,小到中雨~多云,28℃,微风,2016-05-10
广州,无持续风向,21℃,多云,31℃,微风,2016-05-11
广州,无持续风向,22℃,多云,31℃,微风,2016-05-12
广州,无持续风向,23℃,小雨,31℃,微风,2016-05-13
广州,无持续风向,24℃,雷阵雨~多云,31℃,微风,2016-05-14
广州,无持续风向,19℃,中雨~中到大雨,29℃,微风,2016-05-15
广州,无持续风向,20℃,多云,28℃,微风,2016-05-16
广州,无持续风向,20℃,多云,28℃,微风,2016-05-17
广州,无持续风向,23℃,多云~阴,29℃,微风,2016-05-18
广州,无持续风向,23℃,小雨,28℃,微风,2016-05-19
广州,无持续风向,21℃,中雨~暴雨,27℃,微风,2016-05-20
广州,无持续风向,22℃,中雨~阵雨,27℃,微风,2016-05-21
广州,无持续风向,23℃,多云,29℃,微风,2016-05-22
广州,无持续风向,23℃,多云,31℃,微风,2016-05-23
广州,无持续风向,24℃,多云,32℃,微风,2016-05-24
广州,无持续风向,24℃,多云,33℃,微风,2016-05-25
广州,无持续风向,24℃,中雨,33℃,微风,2016-05-26
广州,东南风,25℃,中到大雨~小到中雨,30℃,4-5级,2016-05-27
广州,南风,25℃,中雨,30℃,微风,2016-05-28
广州,无持续风向,25℃,小到中雨,32℃,微风,2016-05-29
广州,无持续风向,26℃,雷阵雨~多云,32℃,微风,2016-05-30
广州,无持续风向,26℃,多云,33℃,微风,2016-05-31
青岛,南风,14℃,晴~阵雨,19℃,4-5级,2016-05-01
青岛,南风,13℃,雷阵雨~小雨,18℃,4-5级,2016-05-02
青岛,北风,12℃,多云~晴,21℃,5-6级,2016-05-03
青岛,西北风,15℃,晴~多云,23℃,3-4级,2016-05-04
青岛,南风,15℃,雷阵雨,20℃,4-5级,2016-05-05
青岛,北风,13℃,晴,21℃,4-5级,2016-05-06
青岛,北风,13℃,多云,22℃,3-4级,2016-05-07
青岛,南风,13℃,多云~阴,18℃,3-4级,2016-05-08
青岛,南风,12℃,阵雨~多云,17℃,3-4级,2016-05-09
青岛,北风,14℃,多云~晴,23℃,3-4级,2016-05-10
青岛,南风,15℃,晴,21℃,4-5级,2016-05-11
青岛,南风,12℃,多云~阵雨,20℃,4-5级,2016-05-12
青岛,北风,13℃,多云,21℃,3-4级,2016-05-13
青岛,南风,13℃,多云~中雨,18℃,3-4级,2016-05-14
青岛,无持续风向,12℃,小到中雨~多云,16℃,5-6级,2016-05-15
青岛,西风,14℃,晴,22℃,3-4级,2016-05-16
青岛,南风,14℃,晴,22℃,3-4级,2016-05-17
青岛,南风,14℃,晴,20℃,3-4级,2016-05-18
青岛,南风,14℃,晴,20℃,3-4级,2016-05-19
青岛,东南风,15℃,晴~多云,22℃,3-4级,2016-05-20
临沂,南风,19℃,多云~雷阵雨,30℃,4-5级,2016-05-01
临沂,北风,14℃,雷阵雨~小雨,25℃,3-4级,2016-05-02
临沂,西北风,13℃,多云~晴,24℃,4-5级,2016-05-03
临沂,西北风,16℃,晴~多云,29℃,3-4级,2016-05-04
临沂,西南风,18℃,雷阵雨,31℃,3-4级,2016-05-05
临沂,北风,12℃,多云~晴,26℃,3-4级,2016-05-06
临沂,东北风,13℃,晴~多云,25℃,3-4级,2016-05-07
