ip,port
203.10.84.0,80
116.95.0.0,80
116.112.0.0,80
116.116.0.0,80
116.128.0.0,80
203.10.88.0,80
203.10.95.0,80
203.10.125.0,80
203.11.70.0,80
203.11.76.0,80
116.131.0.0,80
116.132.0.0,80
116.136.0.0,80
116.144.0.0,80
203.11.82.0,80
203.11.84.0,80
203.11.100.0,80
203.11.109.0,80
203.11.117.0,80
203.11.122.0,80
116.160.0.0,80
116.168.0.0,80
203.11.126.0,80
203.11.136.0,80
203.11.141.0,80
203.11.142.0,80
203.11.180.0,80
116.178.0.0,80
116.180.0.0,80
116.184.0.0,80
116.192.0.0,80
116.193.16.0,80
203.11.208.0,80
203.12.16.0,80
203.12.19.0,80
203.12.24.0,80
116.193.32.0,80
116.193.176.0,80
116.194.0.0,80
203.12.57.0,80
203.12.65.0,80
203.12.66.0,80
203.12.70.0,80
116.196.0.0,80
116.196.8.0,80
116.196.12.0,80
116.196.16.0,80
203.12.87.0,80
203.12.88.0,80
203.12.100.0,80
203.12.103.0,80
116.196.33.0,80
116.196.34.0,80
116.196.36.0,80
116.196.40.0,80
116.196.48.0,80
203.12.114.0,80
203.12.118.0,80
116.196.64.0,80
116.196.128.0,80
116.197.180.0,80
116.198.0.0,80
116.199.0.0,80
203.12.130.0,80
203.12.137.0,80
203.12.196.0,80
116.199.128.0,80
116.199.144.0,80
116.199.149.0,80
203.12.211.0,80
203.12.219.0,80
203.12.226.0,80
203.12.240.0,80
203.13.18.0,80
203.13.24.0,80
116.199.150.0,80
116.199.152.0,80
116.204.0.0,80
116.207.0.0,80
116.208.0.0,80
203.13.44.0,80
203.13.80.0,80
203.13.82.0,80
203.13.84.0,80
203.13.88.0,80
203.13.92.0,80
203.13.173.0,80
116.212.160.0,80
116.213.64.0,80
116.213.128.0,80
116.214.32.0,80
203.13.224.0,80
203.13.227.0,80
203.13.233.0,80
203.14.24.0,80
203.14.33.0,80
203.14.56.0,80
116.214.64.0,80
116.214.128.0,80
116.215.0.0,80
116.216.0.0,80
116.224.0.0,80
203.14.61.0,80
203.14.62.0,80
203.14.104.0,80
116.242.0.0,80
116.244.0.0,80
116.248.0.0,80
116.252.0.0,80
116.254.128.0,80
116.255.128.0,80
203.14.114.0,80
203.14.118.0,80
203.14.162.0,80
203.14.192.0,80
203.14.194.0,80
117.8.0.0,80
117.21.0.0,80
117.22.0.0,80
117.24.0.0,80
117.32.0.0,80
117.40.0.0,80
203.14.214.0,80
203.14.231.0,80
203.14.246.0,80
203.15.0.0,80
203.15.20.0,80
203.15.22.0,80
117.44.0.0,80
117.48.0.0,80
117.53.48.0,80
203.15.87.0,80
203.15.88.0,80
203.15.105.0,80
203.15.112.0,80
203.15.130.0,80
117.53.176.0,80
117.57.0.0,80
117.58.0.0,80
117.59.0.0,80
117.60.0.0,80
203.15.149.0,80
117.64.0.0,80
117.72.0.0,80
117.74.64.0,80
117.74.128.0,80
117.75.0.0,80
117.76.0.0,80
203.15.151.0,80
203.15.156.0,80
203.15.174.0,80
203.15.227.0,80
203.15.232.0,80
117.80.0.0,80
117.100.0.0,80
117.103.16.0,80
117.103.40.0,80
117.103.72.0,80
117.103.128.0,80
117.104.168.0,80
117.104.188.0,80
203.15.240.0,80
203.15.246.0,80
203.16.10.0,80
117.106.0.0,80
117.112.0.0,80
117.120.64.0,80
117.120.80.0,80
117.120.84.0,80
117.120.86.0,80
203.16.12.0,80
203.16.16.0,80
203.16.27.0,80
203.16.38.0,80
203.16.49.0,80
117.120.88.0,80
117.120.96.0,80
117.120.128.0,80
117.121.0.0,80
117.121.32.0,80
117.121.40.0,80
117.121.44.0,80
203.16.50.0,80
203.16.58.0,80
203.16.133.0,80
203.16.161.0,80
117.121.46.0,80
117.121.48.0,80
117.121.64.0,80
117.121.128.0,80
117.121.148.0,80
117.121.152.0,80
117.121.160.0,80
117.121.192.0,80
203.16.162.0,80
203.16.186.0,80
203.16.228.0,80
117.122.128.0,80
117.124.0.0,80
117.128.0.0,80
118.24.0.0,80
118.25.96.0,80
203.16.238.0,80
203.16.240.0,80
203.16.245.0,80
203.17.2.0,80
203.17.18.0,80
203.17.28.0,80
118.25.128.0,80
118.26.0.0,80
118.26.36.0,80
118.26.40.0,80
118.26.48.0,80
118.26.64.0,80
118.26.96.0,80
203.17.39.0,80
203.17.56.0,80
203.17.74.0,80
203.17.88.0,80
118.26.112.0,80
118.26.128.0,80
118.28.0.0,80
118.64.0.0,80
118.66.0.0,80
203.17.136.0,80
203.17.164.0,80
203.17.187.0,80
203.17.190.0,80
203.17.231.0,80
203.17.233.0,80
118.67.112.0,80
118.72.0.0,80
118.80.0.0,80
118.84.0.0,80
118.84.5.0,80
118.84.6.0,80
203.17.248.0,80
203.17.255.0,80
203.18.2.0,80
203.18.4.0,80
203.18.7.0,80
118.84.8.0,80
118.84.16.0,80
118.84.32.0,80
118.84.64.0,80
118.84.128.0,80
118.85.0.0,80
118.85.128.0,80
203.18.31.0,80
203.18.37.0,80
203.18.48.0,80
203.18.52.0,80
118.85.192.0,80
118.85.200.0,80
118.85.205.0,80
118.85.206.0,80
118.85.208.0,80
203.18.72.0,80
203.18.80.0,80
203.18.87.0,80
203.18.100.0,80
203.18.105.0,80
203.18.107.0,80
118.85.224.0,80
118.88.32.0,80
118.88.64.0,80
118.88.128.0,80
118.89.0.0,80
203.18.110.0,80
203.18.129.0,80
203.18.131.0,80
203.18.132.0,80
203.18.144.0,80
203.18.153.0,80
118.91.240.0,80
118.102.16.0,80
118.102.32.0,80
118.103.164.0,80
118.103.168.0,80
118.103.176.0,80
203.18.199.0,80
203.18.208.0,80
203.18.211.0,80
203.18.215.0,80
203.19.18.0,80
118.103.244.0,80
118.112.0.0,80
118.120.0.0,80
118.124.0.0,80
118.126.1.0,80
118.126.2.0,80
203.19.24.0,80
203.19.30.0,80
203.19.41.0,80
203.19.44.0,80
203.19.46.0,80
118.126.4.0,80
118.126.8.0,80
118.126.16.0,80
118.126.18.0,80
118.126.32.0,80
118.126.64.0,80
203.19.58.0,80
203.19.60.0,80
203.19.64.0,80
203.19.68.0,80
203.19.72.0,80
118.126.128.0,80
118.127.128.0,80
118.132.0.0,80
118.144.0.0,80
118.178.0.0,80
203.19.101.0,80
203.19.111.0,80
203.19.131.0,80
203.19.133.0,80
203.19.144.0,80
203.19.149.0,80
118.180.0.0,80
118.184.5.0,80
118.184.8.0,80
118.184.10.0,80
118.184.12.0,80
118.184.34.0,80
203.19.156.0,80
203.19.176.0,80
203.19.178.0,80
203.19.208.0,80
203.19.228.0,80
118.184.36.0,80
118.184.40.0,80
118.184.48.0,80
118.184.66.0,80
118.184.68.0,80
118.184.72.0,80
118.184.80.0,80
118.184.96.0,80
203.19.233.0,80
203.19.242.0,80
203.19.248.0,80
118.184.128.0,80
118.186.0.0,80
118.188.0.0,80
118.190.0.0,80
118.192.0.0,80
118.193.0.0,80
203.19.255.0,80
203.20.17.0,80
203.20.40.0,80
203.20.48.0,80
203.20.61.0,80
203.20.65.0,80
118.193.28.0,80
118.193.40.0,80
203.20.84.0,80
203.20.89.0,80
203.20.106.0,80
203.20.115.0,80
203.20.117.0,80
203.20.118.0,80
118.193.56.0,80
118.193.68.0,80
118.193.72.0,80
118.193.77.0,80
118.193.93.0,80
203.20.122.0,80
203.20.126.0,80
203.20.135.0,80
203.20.136.0,80
203.20.150.0,80
118.193.94.0,80
118.193.96.0,80
118.194.0.0,80
118.194.16.0,80
118.194.24.0,80
203.20.230.0,80
203.20.232.0,80
118.194.29.0,80
118.194.30.0,80
118.194.32.0,80
118.194.64.0,80
118.194.128.0,80
118.194.192.0,80
203.20.236.0,80
203.21.0.0,80
203.21.2.0,80
203.21.8.0,80
118.194.232.0,80
118.194.240.0,80
118.195.0.0,80
118.196.0.0,80
118.202.0.0,80
118.204.0.0,80
203.21.10.0,80
203.21.18.0,80
203.21.33.0,80
203.21.34.0,80
203.21.41.0,80
118.212.0.0,80
118.215.192.0,80
118.224.0.0,80
118.228.0.0,80
118.230.0.0,80
203.21.44.0,80
203.21.68.0,80
203.21.82.0,80
203.21.96.0,80
203.21.124.0,80
203.21.136.0,80
118.239.0.0,80
118.242.0.0,80
118.244.0.0,80
118.248.0.0,80
119.0.0.0,80
119.2.0.0,80
203.21.145.0,80
203.21.206.0,80
203.22.24.0,80
203.22.28.0,80
203.22.31.0,80
203.22.68.0,80
119.2.128.0,80
119.3.0.0,80
119.4.0.0,80
119.8.0.0,80
119.10.0.0,80
119.10.144.0,80
119.10.148.0,80
119.15.136.0,80
119.16.0.0,80
203.22.76.0,80
203.22.84.0,80
119.18.192.0,80
119.18.208.0,80
119.18.224.0,80
119.18.232.0,80
119.18.234.0,80
119.18.236.0,80
203.22.87.0,80
203.22.92.0,80
203.22.99.0,80
203.22.106.0,80
203.22.122.0,80
119.18.240.0,80
119.19.0.0,80
119.20.0.0,80
119.27.64.0,80
119.27.128.0,80
119.28.96.0,80
119.28.128.0,80
119.29.0.0,80
203.22.131.0,80
203.22.163.0,80
203.22.166.0,80
119.30.48.0,80
119.31.192.0,80
119.32.0.0,80
119.36.0.0,80
119.38.0.0,80
119.38.128.0,80
119.38.192.0,80
203.22.170.0,80
203.22.176.0,80
203.22.194.0,80
203.22.242.0,80
203.22.245.0,80
203.22.246.0,80
203.22.252.0,80
119.39.0.0,80
119.40.0.0,80
119.40.64.0,80
119.40.128.0,80
119.41.0.0,80
119.42.0.0,80
119.42.128.0,80
119.42.224.0,80
203.23.0.0,80
203.23.47.0,80
203.23.61.0,80
119.44.0.0,80
119.48.0.0,80
119.57.0.0,80
119.58.0.0,80
119.59.128.0,80
119.60.0.0,80
119.62.0.0,80
203.23.62.0,80
203.23.73.0,80
203.23.85.0,80
203.23.92.0,80
119.63.32.0,80
119.75.208.0,80
119.78.0.0,80
119.80.0.0,80
119.82.208.0,80
119.84.0.0,80
203.23.98.0,80
203.23.107.0,80
203.23.112.0,80
203.23.130.0,80
203.23.140.0,80
119.88.0.0,80
119.96.0.0,80
119.108.0.0,80
119.112.0.0,80
119.128.0.0,80
119.144.0.0,80
203.23.172.0,80
203.23.182.0,80
203.23.186.0,80
203.23.192.0,80
203.23.197.0,80
119.148.160.0,80
119.151.192.0,80
119.160.200.0,80
119.161.128.0,80
203.23.198.0,80
203.23.204.0,80
203.23.224.0,80
203.23.226.0,80
203.23.228.0,80
203.23.249.0,80
203.23.251.0,80
119.162.0.0,80
119.164.0.0,80
119.176.0.0,80
119.232.0.0,80
119.235.128.0,80
203.24.13.0,80
203.24.18.0,80
203.24.27.0,80
203.24.43.0,80
203.24.56.0,80
203.24.58.0,80
119.235.136.0,80
119.235.138.0,80
119.235.140.0,80
119.235.144.0,80
119.235.160.0,80
119.235.176.0,80
203.24.67.0,80
203.24.74.0,80
203.24.79.0,80
203.24.80.0,80
203.24.84.0,80
119.235.184.0,80
119.248.0.0,80
119.252.96.0,80
119.252.240.0,80
119.252.248.0,80
119.252.252.0,80
119.252.254.0,80
119.253.0.0,80
203.24.86.0,80
203.24.90.0,80
203.24.111.0,80
119.254.0.0,80
120.0.0.0,80
120.24.0.0,80
120.30.0.0,80
120.30.64.0,80
203.24.112.0,80
203.24.116.0,80
203.24.122.0,80
203.24.145.0,80
203.24.152.0,80
203.24.157.0,80
120.30.80.0,80
120.30.88.0,80
120.30.92.0,80
120.30.94.0,80
120.30.96.0,80
120.30.128.0,80
120.31.0.0,80
203.24.161.0,80
203.24.167.0,80
203.24.186.0,80
203.24.199.0,80
120.31.128.0,80
120.31.145.0,80
120.31.146.0,80
120.31.148.0,80
120.31.152.0,80
120.31.160.0,80
120.31.192.0,80
203.24.202.0,80
203.24.212.0,80
203.24.217.0,80
203.24.219.0,80
120.32.0.0,80
120.48.0.0,80
120.52.0.0,80
203.24.244.0,80
203.25.19.0,80
203.25.20.0,80
203.25.46.0,80
203.25.48.0,80
203.25.64.0,80
203.25.91.0,80
120.64.0.0,80
120.72.32.0,80
120.72.128.0,80
120.76.0.0,80
203.25.99.0,80
203.25.100.0,80
203.25.106.0,80
203.25.131.0,80
203.25.135.0,80
120.80.0.0,80
120.88.8.0,80
120.90.0.0,80
120.92.0.0,80
203.25.138.0,80
203.25.147.0,80
120.94.0.0,80
120.128.0.0,80
120.132.0.0,80
120.132.128.0,80
120.132.192.0,80
203.25.153.0,80
203.25.154.0,80
203.25.164.0,80
203.25.166.0,80
203.25.174.0,80
120.132.224.0,80
203.25.180.0,80
203.25.182.0,80
203.25.191.0,80
203.25.199.0,80
203.25.200.0,80
203.25.202.0,80
120.132.232.0,80
120.132.240.0,80
120.133.0.0,80
120.134.0.0,80
120.136.128.0,80
203.25.208.0,80
203.25.229.0,80
203.25.235.0,80
203.25.236.0,80
203.25.242.0,80
120.137.0.0,80
120.137.64.0,80
120.137.72.0,80
120.137.76.0,80
120.137.78.0,80
120.137.80.0,80
203.26.12.0,80
203.26.34.0,80
203.26.49.0,80
203.26.50.0,80
203.26.55.0,80
120.137.96.0,80
120.138.32.0,80
120.143.128.0,80
120.192.0.0,80
121.0.8.0,80
121.0.16.0,80
203.26.56.0,80
203.26.60.0,80
203.26.65.0,80
203.26.68.0,80
203.26.76.0,80
121.4.0.0,80
121.8.0.0,80
121.16.0.0,80
121.32.0.0,80
121.40.0.0,80
203.26.80.0,80
121.46.0.0,80
121.46.76.0,80
121.46.128.0,80
121.47.0.0,80
121.48.0.0,80
121.50.8.0,80
121.51.0.0,80
203.26.84.0,80
203.26.97.0,80
203.26.102.0,80
203.26.115.0,80
121.52.160.0,80
121.52.208.0,80
121.52.224.0,80
121.54.176.0,80
121.55.0.0,80
121.56.0.0,80
121.58.0.0,80
203.26.116.0,80
203.26.129.0,80
203.26.143.0,80
203.26.144.0,80
121.58.136.0,80
121.58.144.0,80
121.58.160.0,80
121.59.0.0,80
121.59.5.0,80
203.26.148.0,80
203.26.154.0,80
203.26.158.0,80
203.26.170.0,80
203.26.173.0,80
121.59.6.0,80
203.26.176.0,80
203.26.185.0,80
203.26.202.0,80
203.26.210.0,80
203.26.214.0,80
203.26.222.0,80
121.59.8.0,80
121.59.16.0,80
121.59.18.0,80
121.59.20.0,80
121.59.24.0,80
203.26.224.0,80
203.26.228.0,80
203.26.232.0,80
203.27.0.0,80
203.27.10.0,80
203.27.15.0,80
121.59.32.0,80
121.59.64.0,80
121.59.128.0,80
121.60.0.0,80
121.68.0.0,80
203.27.16.0,80
203.27.20.0,80
203.27.22.0,80
203.27.40.0,80
203.27.45.0,80
121.76.0.0,80
121.79.128.0,80
121.89.0.0,80
121.101.0.0,80
121.101.208.0,80
121.189.3.0,80
203.27.53.0,80
203.27.65.0,80
203.27.66.0,80
203.27.81.0,80
203.27.88.0,80
121.192.0.0,80
121.200.192.0,80
121.201.0.0,80
121.201.64.0,80
121.201.80.0,80
121.201.88.0,80
203.27.102.0,80
203.27.109.0,80
203.27.117.0,80
121.201.92.0,80
121.201.94.0,80
121.201.96.0,80
121.201.128.0,80
121.204.0.0,80
121.224.0.0,80
121.248.0.0,80
203.27.121.0,80
203.27.122.0,80
203.27.125.0,80
203.27.200.0,80
121.255.0.0,80
122.0.64.0,80
122.0.128.0,80
122.4.0.0,80
122.8.15.0,80
122.8.16.0,80
203.27.202.0,80
203.27.233.0,80
203.27.241.0,80
203.27.250.0,80
203.28.10.0,80
203.28.12.0,80
203.28.33.0,80
203.28.34.0,80
122.8.32.0,80
122.8.64.0,80
122.8.196.0,80
122.8.200.0,80
122.8.208.0,80
122.8.224.0,80
122.10.132.0,80
203.28.43.0,80
203.28.44.0,80
203.28.54.0,80
203.28.56.0,80
122.10.136.0,80
122.10.144.0,80
122.10.160.0,80
122.10.196.0,80
122.10.216.0,80
122.10.228.0,80
122.10.232.0,80
122.10.240.0,80
203.28.73.0,80
203.28.74.0,80
203.28.76.0,80
122.10.248.0,80
122.11.0.0,80
122.12.0.0,80
122.14.0.0,80
122.14.192.0,80
203.28.86.0,80
203.28.88.0,80
203.28.112.0,80
203.28.131.0,80
203.28.136.0,80
203.28.140.0,80
122.48.0.0,80
122.49.0.0,80
122.51.0.0,80
122.64.0.0,80
122.96.0.0,80
203.28.145.0,80
203.28.165.0,80
203.28.169.0,80
203.28.170.0,80
122.98.144.0,80
122.98.160.0,80
203.28.178.0,80
203.28.185.0,80
203.28.187.0,80
203.28.196.0,80
203.28.226.0,80
122.98.172.0,80
122.98.176.0,80
122.98.192.0,80
122.98.232.0,80
122.98.240.0,80
122.102.0.0,80
203.28.239.0,80
203.29.2.0,80
203.29.8.0,80
203.29.13.0,80
203.29.14.0,80
203.29.28.0,80
203.29.46.0,80
203.29.57.0,80
122.102.64.0,80
122.112.0.0,80
122.112.64.0,80
203.29.61.0,80
203.29.63.0,80
203.29.69.0,80
203.29.73.0,80
203.29.81.0,80
203.29.90.0,80
122.112.96.0,80
122.112.101.0,80
122.112.109.0,80
122.112.118.0,80
122.112.121.0,80
203.29.95.0,80
203.29.100.0,80
203.29.103.0,80
203.29.112.0,80
203.29.120.0,80
203.29.182.0,80
122.112.122.0,80
122.112.124.0,80
122.112.128.0,80
122.113.0.0,80
122.114.0.0,80
122.115.0.0,80
203.29.187.0,80
203.29.189.0,80
122.115.80.0,80
122.115.96.0,80
122.115.128.0,80
122.119.0.0,80
122.128.100.0,80
122.128.120.0,80
122.136.0.0,80
203.29.190.0,80
203.29.205.0,80
203.29.210.0,80
203.29.217.0,80
122.144.128.0,80
122.152.192.0,80
122.156.0.0,80
122.188.0.0,80
122.192.0.0,80
122.198.0.0,80
203.29.227.0,80
203.29.231.0,80
203.29.233.0,80
203.29.234.0,80
203.29.248.0,80
122.200.64.0,80
122.201.48.0,80
122.204.0.0,80
122.224.0.0,80
122.240.0.0,80
122.248.24.0,80
203.29.254.0,80
203.30.16.0,80
203.30.25.0,80
203.30.29.0,80
203.30.66.0,80
122.248.48.0,80
122.255.64.0,80
123.0.128.0,80
123.0.136.0,80
123.0.139.0,80
123.0.140.0,80
123.0.145.0,80
123.0.147.0,80
203.30.81.0,80
203.30.111.0,80
203.30.121.0,80
123.0.148.0,80
123.0.152.0,80
123.0.160.0,80
123.0.176.0,80
123.0.181.0,80
123.0.182.0,80
203.30.123.0,80
203.30.152.0,80
203.30.156.0,80
203.30.162.0,80
203.30.173.0,80
123.0.184.0,80
123.0.191.0,80
123.4.0.0,80
123.8.0.0,80
123.49.130.0,80
123.49.136.0,80
123.49.141.0,80
123.49.143.0,80
123.49.152.0,80
203.30.175.0,80
203.30.187.0,80
123.49.160.0,80
123.49.192.0,80
123.50.160.0,80
123.52.0.0,80
123.56.0.0,80
123.58.0.0,80
123.58.64.0,80
123.58.80.0,80
203.30.194.0,80
203.30.217.0,80
203.30.220.0,80
123.58.88.0,80
123.58.96.0,80
123.58.128.0,80
123.59.0.0,80
123.61.0.0,80
123.62.0.0,80
123.64.0.0,80
123.96.0.0,80
203.30.222.0,80
203.30.232.0,80
203.30.235.0,80
123.98.0.0,80
123.99.128.0,80
123.100.0.0,80
123.100.232.0,80
123.101.0.0,80
123.103.0.0,80
123.103.16.0,80
123.103.24.0,80
203.30.240.0,80
203.30.246.0,80
203.30.250.0,80
123.103.28.0,80
123.103.30.0,80
123.103.32.0,80
123.103.64.0,80
123.108.134.0,80
123.108.138.0,80
123.108.140.0,80
123.108.142.0,80
203.31.45.0,80
203.31.46.0,80
203.31.49.0,80
123.108.208.0,80
123.112.0.0,80
123.128.0.0,80
123.137.0.0,80
123.138.0.0,80
123.144.0.0,80
203.31.51.0,80
203.31.54.0,80
203.31.69.0,80
203.31.72.0,80
203.31.80.0,80
203.31.85.0,80
123.160.0.0,80
123.176.60.0,80
203.31.97.0,80
203.31.105.0,80
203.31.106.0,80
123.176.80.0,80
123.177.0.0,80
123.178.0.0,80
123.180.0.0,80
123.184.0.0,80
203.31.108.0,80
203.31.124.0,80
203.31.162.0,80
203.31.174.0,80
203.31.177.0,80
123.196.0.0,80
123.199.128.0,80
123.206.0.0,80
123.232.0.0,80
123.242.0.0,80
123.244.0.0,80
203.31.181.0,80
203.31.187.0,80
203.31.189.0,80
203.31.204.0,80
203.31.220.0,80
203.31.222.0,80
203.31.225.0,80
123.249.0.0,80
123.253.0.0,80
124.6.64.0,80
124.14.0.0,80
124.16.0.0,80
203.31.229.0,80
203.31.248.0,80
203.31.253.0,80
203.32.20.0,80
203.32.48.0,80
203.32.56.0,80
124.20.0.0,80
124.28.192.0,80
124.29.0.0,80
124.31.0.0,80
124.40.112.0,80
203.32.60.0,80
124.40.128.0,80
124.40.192.0,80
124.42.0.0,80
124.47.0.0,80
124.64.0.0,80
203.32.62.0,80
124.66.0.0,80
124.67.0.0,80
124.68.0.0,80
124.70.0.0,80
124.72.0.0,80
124.88.0.0,80
203.32.68.0,80
203.32.76.0,80
203.32.81.0,80
203.32.84.0,80
203.32.95.0,80
124.108.8.0,80
124.108.40.0,80
124.109.96.0,80
124.112.0.0,80
124.126.0.0,80
124.128.0.0,80
203.32.102.0,80
203.32.105.0,80
203.32.130.0,80
203.32.133.0,80
203.32.140.0,80
124.147.128.0,80
124.151.0.0,80
124.152.0.0,80
124.156.0.0,80
124.160.0.0,80
124.172.0.0,80
203.32.152.0,80
203.32.186.0,80
203.32.192.0,80
203.32.196.0,80
203.32.203.0,80
124.192.0.0,80
124.196.0.0,80
124.200.0.0,80
124.220.0.0,80
124.224.0.0,80
124.240.0.0,80
124.240.128.0,80
124.242.0.0,80
203.32.204.0,80
203.32.212.0,80
203.33.4.0,80
124.243.192.0,80
124.248.0.0,80
124.249.0.0,80
124.250.0.0,80
124.254.0.0,80
125.31.192.0,80
125.32.0.0,80
125.58.128.0,80
203.33.7.0,80
203.33.12.0,80
203.33.21.0,80
125.61.128.0,80
125.62.0.0,80
125.64.0.0,80
125.96.0.0,80
125.98.0.0,80
125.104.0.0,80
125.112.0.0,80
125.169.0.0,80
125.171.0.0,80
203.33.26.0,80
203.33.32.0,80
125.208.0.0,80
125.210.0.0,80
125.213.0.0,80
125.214.96.0,80
125.215.0.0,80
125.216.0.0,80
125.254.128.0,80
129.223.254.0,80
203.33.63.0,80
203.33.64.0,80
203.33.67.0,80
203.33.68.0,80
203.33.73.0,80
203.33.79.0,80
129.250.66.0,80
131.228.142.0,80
132.237.134.0,80
132.237.150.0,80
135.244.80.0,80
137.59.88.0,80
203.33.100.0,80
203.33.122.0,80
203.33.129.0,80
203.33.131.0,80
203.33.145.0,80
138.32.244.0,80
139.5.56.0,80
139.5.80.0,80
139.5.92.0,80
139.5.128.0,80
203.33.156.0,80
203.33.158.0,80
203.33.174.0,80
203.33.185.0,80
203.33.200.0,80
203.33.202.0,80
139.5.160.0,80
139.5.192.0,80
139.5.204.0,80
139.5.244.0,80
139.9.0.0,80
139.129.0.0,80
203.33.204.0,80
203.33.206.0,80
203.33.214.0,80
203.33.224.0,80
203.33.226.0,80
139.148.0.0,80
139.155.0.0,80
139.159.0.0,80
139.159.32.0,80
139.159.40.0,80
203.33.233.0,80
203.33.243.0,80
203.33.250.0,80
203.34.4.0,80
203.34.21.0,80
203.34.27.0,80
139.159.50.0,80
139.159.52.0,80
139.159.56.0,80
139.159.64.0,80
139.159.96.0,80
139.159.112.0,80
139.159.116.0,80
139.159.120.0,80
139.159.128.0,80
203.34.39.0,80
203.34.48.0,80
139.170.0.0,80
139.176.0.0,80
139.183.0.0,80
139.186.0.0,80
139.189.0.0,80
139.196.0.0,80
139.200.0.0,80
139.208.0.0,80
139.217.0.0,80
203.34.54.0,80
203.34.56.0,80
139.219.0.0,80
139.220.0.0,80
139.224.0.0,80
139.226.0.0,80
140.75.0.0,80
140.101.208.0,80
140.143.0.0,80
140.205.0.0,80
140.206.0.0,80
203.34.67.0,80
203.34.69.0,80
140.210.0.0,80
140.224.0.0,80
140.237.0.0,80
140.240.0.0,80
140.242.216.0,80
140.242.223.0,80
140.242.224.0,80
140.243.0.0,80
140.246.0.0,80
203.34.76.0,80
203.34.92.0,80
140.249.0.0,80
140.250.0.0,80
140.255.0.0,80
144.0.0.0,80
144.7.0.0,80
144.12.0.0,80
144.36.146.0,80
144.48.8.0,80
203.34.106.0,80
203.34.113.0,80
203.34.147.0,80
144.48.64.0,80
144.48.88.0,80
144.48.156.0,80
144.48.180.0,80
144.48.184.0,80
144.48.204.0,80
203.34.150.0,80
203.34.152.0,80
203.34.161.0,80
203.34.162.0,80
203.34.187.0,80
144.48.208.0,80
144.48.252.0,80
144.52.0.0,80
144.123.0.0,80
144.211.80.0,80
203.34.192.0,80
203.34.204.0,80
203.34.232.0,80
203.34.240.0,80
203.34.242.0,80
203.34.245.0,80
144.211.138.0,80
144.255.0.0,80
146.196.56.0,80
146.196.68.0,80
146.196.72.0,80
203.34.251.0,80
203.55.2.0,80
203.55.4.0,80
203.55.10.0,80
203.55.13.0,80
146.196.92.0,80
146.196.112.0,80
146.196.124.0,80
146.217.137.0,80
146.222.79.0,80
203.55.22.0,80
146.222.81.0,80
146.222.94.0,80
150.0.0.0,80
150.115.0.0,80
150.121.0.0,80
150.122.0.0,80
150.129.192.0,80
203.55.30.0,80
203.55.93.0,80
203.55.101.0,80
203.55.109.0,80
150.129.252.0,80
150.138.0.0,80
150.223.0.0,80
150.242.0.0,80
150.242.8.0,80
150.242.28.0,80
150.242.44.0,80
150.242.48.0,80
203.55.110.0,80
203.55.116.0,80
203.55.119.0,80
150.242.56.0,80
150.242.76.0,80
150.242.80.0,80
150.242.92.0,80
150.242.96.0,80
150.242.112.0,80
150.242.120.0,80
150.242.152.0,80
150.242.160.0,80
203.55.128.0,80
203.55.146.0,80
150.242.168.0,80
150.242.184.0,80
150.242.192.0,80
150.242.232.0,80
150.242.240.0,80
150.242.248.0,80
150.255.0.0,80
152.104.128.0,80
203.55.192.0,80
203.55.196.0,80
203.55.218.0,80
153.0.0.0,80
153.3.0.0,80
153.34.0.0,80
153.36.0.0,80
153.99.0.0,80
153.101.0.0,80
153.118.0.0,80
157.0.0.0,80
203.55.221.0,80
203.55.224.0,80
203.56.1.0,80
157.18.0.0,80
157.61.0.0,80
157.119.0.0,80
157.119.8.0,80
157.119.16.0,80
157.119.28.0,80
203.56.4.0,80
203.56.12.0,80
203.56.24.0,80
203.56.38.0,80
203.56.40.0,80
157.119.68.0,80
157.119.112.0,80
157.119.132.0,80
157.119.136.0,80
157.119.144.0,80
157.119.160.0,80
203.56.46.0,80
203.56.50.0,80
203.56.52.0,80
203.56.68.0,80
203.56.82.0,80
203.56.84.0,80
203.56.95.0,80
157.119.172.0,80
203.56.110.0,80
203.56.121.0,80
203.56.161.0,80
203.56.169.0,80
157.119.192.0,80
157.119.240.0,80
157.119.252.0,80
157.122.0.0,80
203.56.172.0,80
203.56.175.0,80
203.56.183.0,80
157.148.0.0,80
157.156.0.0,80
157.255.0.0,80
159.153.120.0,80
159.226.0.0,80
203.56.185.0,80
203.56.187.0,80
203.56.192.0,80
203.56.198.0,80
203.56.201.0,80
203.56.208.0,80
160.19.208.0,80
160.19.216.0,80
160.20.48.0,80
160.62.10.0,80
160.83.109.0,80
203.56.210.0,80
203.56.214.0,80
203.56.216.0,80
203.56.227.0,80
203.56.228.0,80
203.56.232.0,80
160.83.110.0,80
160.202.60.0,80
160.202.148.0,80
160.202.152.0,80
160.202.168.0,80
160.202.212.0,80
160.202.216.0,80
203.56.240.0,80
203.56.252.0,80
203.56.254.0,80
203.57.5.0,80
160.202.224.0,80
160.238.64.0,80
161.163.0.0,80
161.163.28.0,80
161.163.176.0,80
161.163.178.0,80
161.163.180.0,80
161.207.0.0,80
203.57.6.0,80
203.57.12.0,80
203.57.28.0,80
162.105.0.0,80
163.0.0.0,80
163.47.4.0,80
163.53.0.0,80
163.53.36.0,80
163.53.40.0,80
163.53.48.0,80
163.53.64.0,80
203.57.39.0,80
